logP,qed,mw,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33
1.668,0.748,1.518,00000,10001,10111,10001,10001,10001,10001,01111,00110,10001,10001,10001,10001,10111,11011,01111,10001,10001,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.601,1.795,2.572,00000,10111,10001,01000,10001,01111,10001,11000,00111,10001,00101,11100,01000,11011,00001,10001,10001,10001,01111,11011,10001,01110,10001,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.346,0.374,0.946,00000,10111,10001,10001,01111,10001,11000,10001,10001,10001,00111,10001,10001,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.584,0.15,1.697,00000,10001,10001,00111,10001,00111,10001,00101,10001,01001,10111,10001,00101,11011,00111,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.885,1.72,1.731,00000,11000,00111,01111,11100,10001,10001,10010,10111,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.876,2.244,1.865,00000,10001,11000,10001,00111,10001,00111,01111,00001,10001,00111,11011,00101,11000,10001,10001,01111,10001,10001,10111,10001,10001,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.77,1.272,1.628,00000,10001,10111,10001,00101,10001,01001,10001,10001,10001,10111,11011,00001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.651,0.673,1.448,00000,10111,10001,10001,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,10001,11011,11000,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.184,1.646,1.851,00000,10111,10001,00101,10001,01001,10111,10001,10001,10111,01111,00110,10001,00111,10001,00111,10001,01000,11011,00101,10001,10001,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.826,1.346,1.239,00000,10001,00111,10001,00111,01111,00110,10111,10001,10001,10001,10001,10111,11011,00101,10001,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.189,1.047,1.099,00000,10111,10001,00111,10001,00111,10001,01111,00001,10001,10001,00101,10001,01001,11000,01000,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
3.044,1.197,2.085,00000,10010,10001,00111,10001,00111,01111,10111,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.881,2.468,1.837,00000,10001,10111,10001,10001,01000,10111,00111,01111,00110,10001,00111,10001,00111,10001,00111,11011,00101,11101,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.736,1.272,0.863,00000,10111,10001,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.966,1.421,1.355,00000,11000,00111,01111,10001,11000,10001,00111,10001,00111,01111,11011,10001,10010,10001,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.208,0.524,2.307,00000,11000,00111,10001,00111,10001,00111,10001,01111,11011,10001,01110,00111,10001,00111,11011,10000,11000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.278,0.449,0.765,00000,10001,10001,10001,11000,10001,01111,10001,10111,01000,10001,11011,00101,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.106,2.094,2.503,00000,01110,10001,00111,10001,00111,01111,10111,10001,10001,10001,10001,10001,10001,11011,00101,10111,11011,01111,10001,01000,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
3.031,1.047,2.052,00000,10001,10001,10001,10001,00111,01111,01000,10001,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,10001,10001,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.108,1.496,2.474,00000,10111,10001,01111,01000,10001,10001,11000,10111,00111,01111,10001,11000,10001,01100,00101,01110,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.14,1.945,1.628,00000,10001,10001,10001,10001,01000,10001,00111,01111,10001,10001,10001,00111,10001,01111,10001,11000,00111,11011,10000,10110,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.601,1.122,1.503,00000,10001,10111,10001,10001,10001,00111,01111,10000,10001,01000,10001,01000,11101,11011,01111,10001,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.634,2.02,1.725,00000,10111,10001,10001,01111,00001,10001,10001,00101,10001,01001,11000,10001,00111,10001,00111,01111,10001,10011,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.787,2.169,1.67,00000,10001,10001,10001,01111,10001,10111,10001,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,11000,10001,11000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.021,0.449,1.53,00000,10111,10001,00111,10001,00111,10001,00111,10001,00111,10001,11011,00101,01000,10001,11011,00110,00111,10110,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.596,0.823,2.255,00000,10001,10001,10001,10001,10001,10001,10001,10001,11101,00101,10001,01001,00101,10001,01001,10001,10001,01111,10001,10111,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.987,2.02,1.765,00000,10001,10111,10001,10001,00111,10001,00111,10001,01111,10001,01110,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.932,1.795,2.065,00000,10010,10001,01000,10001,00111,01111,01000,10001,00111,10001,10001,10001,10001,10001,11011,00001,10111,11011,01111,10001,01000,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.348,2.693,2.433,00000,10001,10001,01111,10001,10001,10111,10001,10001,01111,10001,11000,10001,00111,10001,00111,01111,10001,10010,10001,01111,10001,10010,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111
2.314,2.468,2.418,00000,11000,00111,01111,10001,11000,10001,10001,10001,11000,10001,00111,01111,10001,10010,10001,00111,01111,10001,10010,10001,00111,11011,10000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111
0.858,0.299,1.558,00000,10111,10001,01111,00101,10001,00101,10001,01001,11000,10001,10001,10001,10001,11011,10000,10001,11011,11100,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.902,0.748,1.973,00000,11000,00111,01111,11011,10001,01110,10001,00111,10001,00111,01111,10001,11000,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.69,1.047,1.364,00000,10001,11000,10001,01000,11000,10001,00111,11011,01111,10001,11101,10001,10001,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.359,0.673,2.157,00000,10001,11000,10001,00101,10001,01000,10111,11101,00101,10001,01001,00101,10001,01001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.554,0.898,1.489,00000,10001,11101,10001,01000,10111,00111,10001,00111,01111,10001,10001,10111,00111,10111,11011,00010,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.639,1.047,1.433,00000,10001,10001,00111,10001,00111,10111,00111,01111,10001,11000,10001,01111,10001,11000,01000,10001,11011,10000,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.632,0.524,2.657,00000,10001,11101,10001,00111,10001,00111,01111,00010,10111,01111,11100,10001,10001,10010,10001,10001,10010,10001,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.792,0.748,0.668,00000,10001,10001,01111,10001,10111,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.032,0.374,2.079,00000,10001,10001,10001,10001,01111,10001,10111,10001,00101,10001,01001,10111,10001,01111,11011,10001,10010,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.384,0.898,1.363,00000,10001,10001,00111,01111,11000,10111,10001,00101,10001,01001,10001,01111,10001,10001,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.257,0.299,0.946,00000,10001,10001,10001,01111,10001,10001,10001,10001,00101,10001,01001,10111,10001,11011,00001,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.422,1.122,1.809,00000,10001,10001,00111,01111,00010,10111,10001,00101,10001,01001,10001,11101,10001,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.004,1.421,1.865,00000,10001,10001,01111,10001,10001,10001,10001,11000,10001,00101,10001,01001,10001,10001,00111,10001,01000,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.889,1.496,2.585,00000,10101,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,10111,10001,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.855,2.319,1.838,00000,11000,10001,10001,10111,10001,10001,10001,01111,00110,10001,00111,10001,00111,10001,00111,11011,00101,10001,10001,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.382,2.618,2.377,00000,11000,00111,01111,10001,11000,10001,10001,00111,10110,10001,00111,10001,01111,10001,10010,00111,10001,01111,10001,10010,00111,11011,11000,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111
2.445,1.346,2.245,00000,10001,10111,10001,01111,00110,10001,01111,10001,10011,01111,10001,10011,10011,01000,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,11011,00111,11110,11111,11111,11111,11111,11111
2.237,1.646,1.558,00000,10001,11000,10001,00111,10001,00111,10001,01111,00110,10001,00111,10001,00111,10111,00111,11011,00101,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.97,1.496,1.642,00000,10001,10001,01111,11010,10001,00101,10001,01001,10111,10001,00111,10001,00111,01111,10001,11000,10001,00111,11011,00001,10001,10001,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.961,1.87,2.074,00000,10001,10001,10001,10001,01000,10001,00111,10001,01111,10001,10001,01000,10111,00111,01111,11011,11101,10001,10111,11011,10111,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.388,0.449,1.168,00000,10001,10001,10001,01111,10001,10001,11000,10001,00101,10001,01001,10111,01111,10001,10001,10001,11011,10000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.915,0.0,2.752,00000,11000,00111,01111,10001,11000,10001,00101,10001,01001,10001,00111,01111,10001,11000,10001,00111,10001,00111,10001,01111,10001,01110,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111
0.853,1.421,1.92,00000,10111,10001,10001,00111,10111,01111,10111,10001,10001,10001,10001,01111,11011,10001,11000,11000,11011,00001,10001,00101,10001,01001,10111,01100,00111,11110,11111,11111,11111,11111,11111,11111,11111
1.359,0.374,1.531,00000,10001,10001,11000,10001,10001,01111,11000,10001,10001,10111,01111,10001,10001,10001,10001,11011,00001,10001,11011,11000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.651,0.0,0.181,00000,10001,10001,10001,00101,10001,01001,10001,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.753,2.094,2.808,00000,10001,11000,10001,01000,10001,01111,11011,11101,10001,01000,10001,00111,01111,10001,01110,10001,01000,10111,11011,10111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.545,1.87,1.461,00000,10001,10001,00111,10111,00111,10001,01111,00110,11000,10001,10001,10001,10001,10111,11011,11100,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.348,2.02,2.046,00000,10001,10001,01111,10001,10001,11000,10001,01111,00010,10001,00111,10001,00111,10001,00111,11101,11011,01111,00111,10001,11011,01000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.507,1.122,1.503,00000,10001,10001,10111,10001,10001,01111,10001,11000,10001,00111,10001,00111,10001,01111,10001,11000,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.165,0.748,1.669,00000,10111,00011,10001,00111,10001,00111,10110,10001,00111,10111,00111,10001,00111,11011,00101,10001,11011,00110,00111,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.681,0.748,2.12,00000,10111,10001,00101,11010,00111,10001,00101,10001,01001,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111
1.235,0.972,1.253,00000,10001,11101,10001,10001,01111,10001,10001,10001,01111,10001,10111,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.601,1.122,1.085,00000,10001,10001,00111,01111,11011,10001,01001,10110,10001,01111,11011,10001,01001,00111,11011,00110,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.601,1.047,1.225,00000,10001,10001,10111,10001,01000,10111,00111,01111,10001,11101,11101,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.893,0.598,1.739,00000,10001,10001,00111,10001,00111,10110,10001,01000,10111,00111,01111,10001,10111,10001,11011,00101,00111,10001,11011,00010,00111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.713,0.15,1.363,00000,10111,10001,01000,10001,10001,01111,11000,10001,10001,01111,10001,10111,10001,00101,10001,01001,11000,10001,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.558,0.898,1.072,00000,10001,10001,01111,10001,10111,10001,10001,00111,10001,00111,01111,10001,10111,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.785,0.449,1.433,00000,10001,10001,00101,10001,01001,11101,10001,10001,10111,10001,00101,10001,01001,10001,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.541,1.496,1.823,00000,10111,10001,01111,00011,10001,10001,00111,10110,10001,00111,10001,00111,10001,00111,11011,00110,11011,00101,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.547,1.945,2.016,00000,10001,10001,10001,10111,10001,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.176,0.15,0.904,00000,10001,11000,10001,00101,10001,01001,10001,00111,10111,00111,10001,01000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.575,0.374,1.349,00000,10001,11000,10001,00101,10001,01001,10111,10111,00111,01111,10001,10001,10111,01000,10001,11011,00001,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.278,0.449,0.765,00000,10001,10001,10001,10111,00111,01111,10001,10111,11000,10001,11011,00101,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.235,0.972,1.253,00000,10001,11101,10001,10001,01111,10001,10001,10001,01111,10001,10111,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.758,0.898,1.21,00000,11000,00111,10001,00111,01111,00110,10001,00111,10001,00111,10001,00111,11011,00101,11000,10001,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.516,2.094,1.698,00000,11000,00111,10001,00111,10001,00111,10001,00111,11011,00101,11101,10111,11011,00110,10001,10001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.252,1.795,1.656,00000,10001,10001,10001,00111,01111,01111,10111,10001,10001,11000,10111,10111,00111,10001,00111,11011,01111,10111,01100,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.24,1.122,2.212,00000,11000,00111,01111,10001,11000,10001,01111,10111,10001,00111,10001,00111,01111,10001,11000,10001,00111,11011,00001,11101,00101,10001,01001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111
1.363,0.299,1.28,00000,10111,10001,10001,10001,10001,00111,11011,11100,10001,00111,10001,01111,10001,11000,00111,11011,00001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.354,1.795,2.115,00000,10001,10001,01000,11101,00101,10001,01001,00101,10001,01001,10001,00111,10001,00111,01111,11011,10001,10111,10001,00111,11011,10000,10111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111
1.117,0.898,1.572,00000,10001,10001,10111,10001,01111,00101,10001,00101,10001,01001,11000,10001,00111,10001,01111,10001,11000,01000,11000,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.811,0.374,1.767,00000,10001,10001,00101,10001,01001,10111,10111,10001,01111,10001,10001,10111,01111,00101,10001,01111,10001,10001,01001,10111,10001,11011,00010,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.775,1.945,1.879,00000,10001,10001,10001,10001,01000,10001,00111,10001,01111,10001,10001,01000,10111,00111,01111,10001,11101,10111,11011,11000,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.214,0.972,1.502,00000,10111,10001,01111,01000,10001,10001,00111,10001,00111,01111,10001,11000,10001,00111,11011,00001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.741,1.346,1.767,00000,11000,10001,01000,10001,00111,01111,11000,10001,00111,10001,00111,10001,00111,11011,00010,11011,00101,10001,10111,10001,10001,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.949,1.87,1.982,00000,10001,10001,00111,11101,10001,01111,10001,10010,00111,11011,00101,10111,10001,01000,10001,10001,10111,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.783,2.169,2.128,00000,11000,01101,00101,10001,01001,01111,10111,10001,00111,10001,00111,01111,10001,11000,10001,00111,11011,00001,10001,01111,10001,10011,01111,10001,10011,10011,11110,11111,11111,11111,11111,11111,11111
1.486,1.571,1.907,00000,10001,11000,10001,10001,01000,10001,00111,10001,01000,10111,00111,01111,11011,11101,10001,10111,11011,11000,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.787,0.598,1.294,00000,10001,10111,10001,00101,10001,01001,10111,10001,00111,10001,01111,10001,10001,01111,10001,10001,10001,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.558,0.449,0.849,00000,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,10111,10001,10111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.715,2.244,2.14,00000,10001,10111,10001,01000,10001,00111,10111,10001,01111,10001,01110,00111,10111,00111,11011,00010,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.694,1.571,1.656,00000,10001,10001,10001,01000,11000,10001,01100,01111,10001,10001,10001,10111,10001,10001,10001,11011,00101,10001,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.059,1.646,1.885,00000,10010,10001,00111,10001,00111,01111,10111,10001,10001,10001,10001,10001,10001,11011,00101,10111,11011,01111,10001,01000,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.643,1.496,1.892,00000,10001,11000,10001,00111,10001,00101,10001,01001,10001,11101,10001,01111,10001,10001,01000,10001,01100,00101,10001,11011,11000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.382,2.244,1.821,00000,10001,10001,10111,10001,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.762,0.673,1.03,00000,10001,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,10111,10001,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.246,0.0,1.489,00000,10001,00111,10111,00111,10001,00101,11100,00111,11011,00101,10001,00111,10001,00111,10001,00111,10111,00111,11011,00101,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.634,0.748,1.475,00000,11000,00111,01111,00110,10111,10001,10001,10001,10001,10001,11011,00101,10111,10001,00111,10111,00111,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.859,0.524,1.808,00000,10001,10001,00101,10001,01001,11000,10001,00111,10001,00111,10001,00111,10001,00111,01111,10001,11000,10111,00111,11011,11000,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.568,0.972,1.737,00000,10010,10001,00111,10001,00111,10001,01111,10001,10010,00111,10001,01000,10001,11011,00001,00111,11011,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.259,2.02,2.132,00000,10111,10001,10001,00111,01111,10001,10010,10001,00111,01111,10001,10010,10001,01111,10001,11000,00111,11011,00110,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.596,2.02,2.171,00000,10111,11101,00101,10001,01001,00101,10001,01001,10001,00111,10001,00111,10001,01111,10001,11000,00111,10001,00111,11011,00001,11101,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.694,2.244,1.745,00000,10010,10001,00111,10001,01000,10001,00111,11011,00101,11000,10001,10001,10001,10001,10111,11011,11100,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.036,0.0,0.667,00000,10111,10001,10001,00111,11001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.025,1.72,1.545,00000,10001,00111,10001,01111,11000,10001,10001,10001,00111,10001,01000,10001,00111,11011,00101,00111,10001,01000,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.343,1.122,1.643,00000,10001,10001,10001,10001,10001,10111,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.671,0.075,1.363,00000,10111,10001,01111,00010,10001,10001,01000,10001,00111,10111,11011,01111,11000,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.739,0.673,1.53,00000,10001,10111,10001,10001,10111,10001,01111,11000,10001,01000,10001,01111,10001,10111,01000,11000,11011,00101,10001,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.138,0.748,0.723,00000,10001,10111,10001,10001,10001,00111,10111,00111,10110,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.0,1.87,1.656,00000,10001,10001,01111,10001,10111,10001,10001,00111,10110,10001,00111,10001,00111,01111,10001,10011,10001,00111,11011,00010,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.787,1.272,1.628,00000,10001,10001,10001,00111,01111,01000,10001,00111,10001,10111,10001,10001,10001,11011,00101,10001,11011,01111,11000,10111,01100,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.605,1.646,1.308,00000,10001,10001,10001,10111,10001,00111,10001,00101,10001,01001,10001,01111,10001,11000,00111,11011,10000,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.673,1.272,1.628,00000,10001,10001,00111,01111,10001,10001,10001,00101,10001,01001,10001,10110,10001,01111,10001,10001,01000,10001,01100,00101,10001,11011,10111,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111
2.259,2.094,2.121,00000,10001,10111,10001,10001,10001,10001,11011,01111,10001,11000,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.834,1.272,1.433,00000,10001,10001,00111,01111,10001,11000,11000,10001,00111,10001,00111,10001,00111,11011,00101,10001,11011,11000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.499,0.748,1.28,00000,10001,10001,10001,11010,00101,10001,01001,01111,10001,11000,10001,10001,10001,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.36,2.02,2.066,00000,10010,10001,00111,10001,00111,01111,01000,10001,10001,10001,10001,10001,11011,01111,10001,10111,10001,11011,00001,10001,00111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.329,1.122,1.266,00000,10001,10001,10001,10111,00111,01111,10001,11000,10001,00111,10110,10111,00111,11011,01111,10111,01100,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.203,1.646,2.093,00000,10001,10111,10001,10001,01111,10111,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,10001,10001,10001,11011,01000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.749,1.72,1.502,00000,10001,10001,01111,10001,10001,10001,00111,10001,00111,01111,00101,10001,00101,10001,01001,11000,10001,01111,10001,11000,01000,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.342,0.299,1.682,00000,11000,00111,01111,10001,11000,10001,00101,10001,01001,10001,00111,10001,00111,10001,00111,11011,00101,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
